Heap;;10000;1493;
Heap;;10000;1493;
Heap;;10000;1572;
Heap;;10000;1533;
Heap;;10000;1529;
Heap;;10000;1497;
Heap;;10000;1604;
Heap;;10000;1573;
Heap;;10000;1573;
Heap;;10000;1572;
Heap;;10000;1533;
Heap;;10000;1535;
Heap;;10000;1509;
Heap;;10000;1507;
Heap;;10000;1468;
Heap;;20000;3554;
Heap;;20000;3360;
Heap;;20000;12183;
Heap;;20000;3417;
Heap;;20000;3457;
Heap;;20000;3519;
Heap;;20000;3368;
Heap;;20000;3318;
Heap;;20000;3379;
Heap;;20000;3502;
Heap;;20000;3390;
Heap;;20000;3510;
Heap;;20000;3439;
Heap;;20000;3419;
Heap;;20000;3381;
Heap;;30000;29847;
Heap;;30000;29676;
Heap;;30000;29843;
Heap;;30000;29620;
Heap;;30000;29598;
Heap;;30000;29910;
Heap;;30000;30079;
Heap;;30000;29809;
Heap;;30000;29756;
Heap;;30000;29786;
Heap;;30000;29576;
Heap;;30000;29776;
Heap;;30000;29811;
Heap;;30000;29590;
Heap;;30000;29794;
Heap;;40000;15113;
Heap;;40000;14073;
Heap;;40000;14119;
Heap;;40000;14043;
Heap;;40000;13990;
Heap;;40000;13855;
Heap;;40000;13791;
Heap;;40000;13830;
Heap;;40000;13895;
Heap;;40000;13985;
Heap;;40000;13949;
Heap;;40000;13837;
Heap;;40000;14068;
Heap;;40000;13875;
Heap;;40000;14095;
Heap;;50000;52223;
Heap;;50000;25775;
Heap;;50000;25656;
Heap;;50000;25503;
Heap;;50000;25730;
Heap;;50000;25882;
Heap;;50000;25726;
Heap;;50000;25680;
Heap;;50000;25609;
Heap;;50000;25840;
Heap;;50000;25719;
Heap;;50000;29127;
Heap;;50000;25705;
Heap;;50000;25760;
Heap;;50000;25660;
Heap;;60000;63342;
Heap;;60000;63778;
Heap;;60000;63386;
Heap;;60000;63547;
Heap;;60000;63332;
Heap;;60000;63478;
Heap;;60000;63370;
Heap;;60000;63576;
Heap;;60000;63173;
Heap;;60000;63300;
Heap;;60000;63490;
Heap;;60000;63539;
Heap;;60000;63606;
Heap;;60000;63447;
Heap;;60000;63384;
Heap;;70000;72799;
Heap;;70000;24644;
Heap;;70000;24682;
Heap;;70000;24640;
Heap;;70000;24429;
Heap;;70000;24475;
Heap;;70000;24745;
Heap;;70000;24401;
Heap;;70000;24620;
Heap;;70000;24589;
Heap;;70000;24765;
Heap;;70000;24530;
Heap;;70000;24736;
Heap;;70000;24596;
Heap;;70000;24625;
Heap;;80000;84311;
Heap;;80000;56854;
Heap;;80000;56906;
Heap;;80000;56973;
Heap;;80000;56994;
Heap;;80000;57054;
Heap;;80000;56943;
Heap;;80000;56893;
Heap;;80000;56780;
Heap;;80000;57160;
Heap;;80000;57038;
Heap;;80000;57087;
Heap;;80000;57094;
Heap;;80000;57172;
Heap;;80000;57002;
Heap;;90000;30991;
Heap;;90000;94208;
Heap;;90000;94066;
Heap;;90000;94177;
Heap;;90000;93977;
Heap;;90000;94142;
Heap;;90000;94096;
Heap;;90000;93898;
Heap;;90000;94089;
Heap;;90000;93828;
Heap;;90000;94013;
Heap;;90000;94124;
Heap;;90000;97169;
Heap;;90000;94173;
Heap;;90000;94045;
Heap;;100000;34441;
Heap;;100000;34090;
Heap;;100000;34101;
Heap;;100000;34383;
Heap;;100000;44357;
Heap;;100000;34236;
Heap;;100000;34426;
Heap;;100000;34402;
Heap;;100000;34187;
Heap;;100000;34132;
Heap;;100000;34517;
Heap;;100000;34332;
Heap;;100000;34004;
Heap;;100000;34222;
Heap;;100000;34119;
